exercise_id,name_ko,name_en,category,equipment,primary_muscles,secondary_muscles,movement_pattern,difficulty,location,unilateral,regression_id,progression_id,equivalent_id,home_substitute_id,met,video_id
F066,바벨 글루트 브릿지,Barbell Glute Bridge,gym,barbell,둔근,햄스트링,hip_extension,초급,gym,false,F022,,,H_GLUTE_BRIDGE,5.0,
F067,바벨 시티드 OHP,Seated Barbell OHP,gym,barbell,어깨|삼두,승모,vertical_push,중급,gym,false,F012,,M084,H_PIKE_PUSHUP,5.5,
F068,바벨 비하인드넥 프레스,Behind-Neck Press,gym,barbell,어깨|삼두,승모,vertical_push,고급,gym,false,F012,,,H_PIKE_PUSHUP,6.0,
F069,바벨 클린 앤 프레스,Clean and Press,gym,barbell,전신,,vertical_push,고급,gym,false,F012,,,H_BURPEE,9.0,
F070,바벨 스내치,Snatch,gym,barbell,전신,,vertical_push,고급,gym,false,F069,,,H_BURPEE,10.0,
F071,바벨 클린,Power Clean,gym,barbell,전신,,hip_hinge,고급,gym,false,F025,,,H_BURPEE,9.0,
F072,파머스 워크,Farmer's Walk,gym,dumbbell,전완|승모|코어,전신,carry,초급,gym,false,,,,H_FARMER_BW,6.5,
F073,스내치 그립 데드리프트,Snatch Grip Deadlift,gym,barbell,등|햄스트링|둔근,승모,hip_hinge,고급,gym,false,F025,,,H_GOOD_MORNING_BW,8.0,
F074,데피싯 데드리프트,Deficit Deadlift,gym,barbell,햄스트링|둔근|등,,hip_hinge,고급,gym,false,F025,,,H_GOOD_MORNING_BW,8.5,
F075,바벨 펜들레이 로우 (와이드),Wide Pendlay Row,gym,barbell,등(상부)|후면삼각,이두,horizontal_pull,중급,gym,false,F008,,,H_DOORWAY_ROW,6.5,
F076,T바 머신 로우 (체스트 서포티드),T-Bar Chest Supported,gym,plate,등(중부),이두|후면삼각,horizontal_pull,초급,gym,false,M012,,M011,H_DOORWAY_ROW,5.5,
F077,시티드 케이블 로우 (와이드),Wide Cable Row,gym,cable,등(상부)|후면삼각,이두,horizontal_pull,초급,gym,false,M013,,M094,H_DOORWAY_ROW,5.0,
F078,머슬업,Muscle-up,gym,bodyweight,등|가슴|삼두,코어,vertical_pull,고급,gym,false,F005,,,H_DOORWAY_ROW,9.0,
F079,L-싯,L-Sit,gym,bodyweight,복근|장요근,삼두,isometric,고급,gym,false,F020,,,H_HOLLOW_BODY,6.0,
F080,바벨 롤아웃,Barbell Rollout,gym,barbell,복근,어깨,trunk_flexion,중급,gym,false,,,,H_AB_ROLLOUT,5.0,
F081,덤벨 사이드 벤드,DB Side Bend,gym,dumbbell,복사근,요방형근,trunk_lateral_flexion,초급,gym,true,M065,,,H_SIDE_BEND,4.0,
F082,터키쉬 겟업,Turkish Get-up,gym,dumbbell,전신|코어,,full_body,고급,gym,true,,,,H_GET_UP_BW,6.0,
F083,덤벨 스내치,DB Snatch,gym,dumbbell,전신,,vertical_push,고급,gym,true,F070,,,H_BURPEE,8.5,
F084,케틀벨 스윙,Kettlebell Swing,gym,kettlebell,둔근|햄스트링|코어,어깨,hip_hinge,중급,gym,false,,,F026,H_KB_SWING,9.0,
F085,케틀벨 고블릿 스쿼트,KB Goblet Squat,gym,kettlebell,대퇴사두|둔근,코어,squat,초급,gym,false,F058,,,H_GOBLET_SQUAT_BW,6.0,
F086,케틀벨 클린,KB Clean,gym,kettlebell,전신,,hip_hinge,고급,gym,true,F084,,,H_BURPEE,8.0,
F087,케틀벨 터키쉬 겟업,KB Turkish Get-up,gym,kettlebell,전신|코어,,full_body,고급,gym,true,F082,,,H_GET_UP_BW,6.0,
F088,바벨 줄넘기 푸시 (페니쉬먼트),Barbell Complex,gym,barbell,전신,,full_body,고급,gym,false,,,,H_BURPEE,9.5,
F089,벤트오버 덤벨 리어 델트 로우,DB Rear Delt Row,gym,dumbbell,어깨(후면)|중부등,이두,horizontal_pull,중급,gym,false,F014,,,H_REAR_DELT_RAISE,4.5,
F090,덤벨 인클라인 컬,Incline DB Curl,gym,dumbbell,이두(장두),,elbow_flexion,중급,gym,false,F018,,,H_BAND_CURL,4.0,
F091,덤벨 즈먼 컬,Zottman Curl,gym,dumbbell,이두|전완,,elbow_flexion,중급,gym,false,F019,,,H_BAND_HAMMER,4.0,
F092,바벨 리버스 컬,Reverse Barbell Curl,gym,barbell,전완|이두,,elbow_flexion,중급,gym,false,F017,,,H_BAND_CURL,4.5,
F093,덤벨 리스트 컬,DB Wrist Curl,gym,dumbbell,전완,,wrist_flexion,초급,gym,false,,,,H_WRIST_CURL,3.5,
F094,JM 프레스,JM Press,gym,barbell,삼두|가슴,어깨,horizontal_push,고급,gym,false,F034,,,H_DIAMOND_PUSHUP,5.5,
F095,스컬크러셔,Skull Crusher,gym,barbell,삼두,,elbow_extension,중급,gym,false,F048,,,H_OVERHEAD_TRICEP,4.5,
F096,덤벨 풀스루,DB Pull Through,gym,dumbbell,둔근|햄스트링,,hip_hinge,초급,gym,false,M055,,,H_GLUTE_BRIDGE,5.0,
F097,싱글 레그 RDL,Single Leg RDL,gym,dumbbell,햄스트링|둔근,코어,hip_hinge,중급,gym,true,F026,,,H_SINGLE_LEG_RDL,5.5,
F098,덤벨 사이드 런지,DB Side Lunge,gym,dumbbell,대퇴사두|둔근|내전근,,lunge,중급,gym,true,F023,,,H_SIDE_LUNGE,6.0,
F099,덤벨 컬션 스쿼트,Cossack Squat,gym,dumbbell,대퇴사두|둔근|내전근,,squat,고급,gym,true,F098,,,H_COSSACK_SQUAT,6.5,
F100,덤벨 박스 점프 (홀드),DB Box Jump Hold,gym,dumbbell,대퇴사두|둔근,종아리,plyometric,고급,gym,false,,,,H_BOX_JUMP,8.0,
H_PUSHUP,푸시업,Push-up,home,bodyweight,가슴|삼두,어깨|코어,horizontal_push,초급,home,false,H_KNEE_PUSHUP,H_DIAMOND_PUSHUP,F042,,4.0,IODxDxX7oi4
H_KNEE_PUSHUP,무릎 푸시업,Knee Push-up,home,bodyweight,가슴|삼두,어깨,horizontal_push,초급,home,false,,H_PUSHUP,,,3.5,
H_INCLINE_PUSHUP,인클라인 푸시업,Incline Push-up,home,bodyweight,가슴(하부)|삼두,어깨,horizontal_push,초급,home,false,H_KNEE_PUSHUP,H_PUSHUP,,,4.0,
H_DECLINE_PUSHUP,디클라인 푸시업,Decline Push-up,home,bodyweight,가슴(상부)|삼두,어깨,horizontal_push,중급,home,false,H_PUSHUP,H_PIKE_PUSHUP,F002,,5.0,
H_DIAMOND_PUSHUP,다이아몬드 푸시업,Diamond Push-up,home,bodyweight,삼두|가슴,어깨,horizontal_push,중급,home,false,H_PUSHUP,,F034,,5.0,
H_PIKE_PUSHUP,파이크 푸시업,Pike Push-up,home,bodyweight,어깨|삼두,상부가슴|코어,vertical_push,중급,home,false,H_DECLINE_PUSHUP,H_HSPU,F012,,5.5,
H_HSPU,핸드스탠드 푸시업,Handstand Push-up,home,bodyweight,어깨|삼두,승모,vertical_push,고급,home,false,H_PIKE_PUSHUP,,F068,,7.0,
H_FLOOR_FLY,플로어 플라이 (밴드),Floor Fly Band,home,band,가슴,어깨(전면),horizontal_push_iso,초급,home,false,,,M003,,4.0,
H_FLOOR_PULLOVER,플로어 풀오버 (밴드),Floor Pullover Band,home,band,등(광배),가슴|삼두,vertical_pull_iso,초급,home,false,,,F044,,4.0,
H_DOORWAY_ROW,도어웨이 로우 (수건),Doorway Row,home,bodyweight,등(중부),이두,horizontal_pull,초급,home,false,,H_INV_ROW,F006,,4.5,
H_INV_ROW,인버티드 로우,Inverted Row,home,bodyweight,등(중부)|광배,이두,horizontal_pull,중급,home,false,H_DOORWAY_ROW,F005,,,5.5,
H_PULLUP_DOOR,도어 풀업바 풀업,Doorway Pull-up,home,bodyweight,등(광배)|이두,후면삼각,vertical_pull,중급,home,false,H_INV_ROW,F035,F005,,7.5,
H_BAND_PULLDOWN,밴드 풀다운,Band Pulldown,home,band,등(광배),이두,vertical_pull,초급,home,false,,H_PULLUP_DOOR,M008,,4.5,
H_BAND_ROW,밴드 로우,Band Row,home,band,등(중부),이두,horizontal_pull,초급,home,false,,,M010,,4.5,
H_SQUAT,바디웨이트 스쿼트,Bodyweight Squat,home,bodyweight,대퇴사두|둔근,햄스트링,squat,초급,home,false,H_BOX_SQUAT_BW,H_GOBLET_SQUAT_BW,F009,,5.0,
H_BOX_SQUAT_BW,박스 스쿼트 (의자),Chair Squat,home,bodyweight,대퇴사두|둔근,,squat,초급,home,false,,H_SQUAT,F056,,4.5,
H_GOBLET_SQUAT_BW,홈 고블릿 스쿼트 (물병),Home Goblet (Bottle),home,bodyweight,대퇴사두|둔근,코어,squat,초급,home,false,H_SQUAT,H_BULGARIAN_SPLIT,F058,,5.5,
H_JUMP_SQUAT,점프 스쿼트,Jump Squat,home,bodyweight,대퇴사두|둔근,종아리,plyometric,중급,home,false,H_SQUAT,H_BOX_JUMP,,,8.0,
H_BOX_JUMP,박스 점프,Box Jump,home,bodyweight,대퇴사두|둔근,종아리,plyometric,중급,home,false,H_JUMP_SQUAT,,F100,,8.5,
H_LUNGE,런지 (정방향),Forward Lunge,home,bodyweight,대퇴사두|둔근,햄스트링,lunge,초급,home,true,H_BOX_SQUAT_BW,H_BULGARIAN_SPLIT,F063,,6.0,
H_REVERSE_LUNGE,리버스 런지,Reverse Lunge,home,bodyweight,대퇴사두|둔근,햄스트링,lunge,초급,home,true,H_LUNGE,,F062,,6.0,
H_SIDE_LUNGE,사이드 런지,Side Lunge,home,bodyweight,내전근|대퇴사두|둔근,,lunge,초급,home,true,H_LUNGE,H_COSSACK_SQUAT,F098,,6.0,
H_COSSACK_SQUAT,코삭 스쿼트,Cossack Squat (BW),home,bodyweight,대퇴사두|둔근|내전근,,squat,중급,home,true,H_SIDE_LUNGE,,F099,,6.5,
H_BULGARIAN_SPLIT,불가리안 스플릿 (BW),Bulgarian Split BW,home,bodyweight,대퇴사두|둔근,햄스트링,lunge,중급,home,true,H_LUNGE,,F024,,6.5,
H_STEP_UP,스텝업,Step-up,home,bodyweight,대퇴사두|둔근,햄스트링,lunge,초급,home,true,,H_LUNGE,F059,,5.5,
H_PISTOL_SQUAT,피스톨 스쿼트,Pistol Squat,home,bodyweight,대퇴사두|둔근,코어,squat,고급,home,true,H_BULGARIAN_SPLIT,,,,7.0,
H_GLUTE_BRIDGE,글루트 브릿지,Glute Bridge,home,bodyweight,둔근,햄스트링,hip_extension,초급,home,false,,H_SINGLE_LEG_BRIDGE,F022,,4.5,
H_SINGLE_LEG_BRIDGE,싱글 레그 브릿지,Single Leg Bridge,home,bodyweight,둔근,햄스트링,hip_extension,중급,home,true,H_GLUTE_BRIDGE,H_HIP_THRUST_COUCH,M049,,5.0,
H_HIP_THRUST_COUCH,쇼파 힙쓰러스트,Couch Hip Thrust,home,bodyweight,둔근,햄스트링,hip_extension,중급,home,false,H_GLUTE_BRIDGE,,F022,,5.5,
H_DONKEY_KICK,동키킥,Donkey Kick,home,bodyweight,둔근,햄스트링,hip_extension,초급,home,true,,,M056,,4.0,
H_FIRE_HYDRANT,파이어 하이드런트,Fire Hydrant,home,bodyweight,중둔근,,hip_abduction,초급,home,true,,,M024,,4.0,
H_CLAMSHELL,클램쉘,Clamshell,home,bodyweight,중둔근,,hip_abduction,초급,home,true,,,M024,,3.5,
H_SIDE_LYING_ADDUCTION,사이드 라잉 어덕션,Side Lying Adduction,home,bodyweight,내전근,,hip_adduction,초급,home,true,,,M023,,3.5,
H_GOOD_MORNING_BW,굿모닝 (BW),Good Morning BW,home,bodyweight,햄스트링|척추기립근,둔근,hip_hinge,초급,home,false,,F021,F021,,4.5,
H_SINGLE_LEG_RDL,싱글 레그 RDL (BW),Single Leg RDL BW,home,bodyweight,햄스트링|둔근,코어,hip_hinge,중급,home,true,H_GOOD_MORNING_BW,,F097,,5.0,
H_NORDIC_CURL_AS,노르딕 컬 (보조),Assisted Nordic Curl,home,bodyweight,햄스트링,둔근,knee_flexion,중급,home,false,H_GLUTE_BRIDGE,,M047,,5.0,
H_KB_SWING,케틀벨 스윙 (홈),Home KB Swing,home,kettlebell,둔근|햄스트링|코어,어깨,hip_hinge,중급,home,false,,,F084,,8.5,
H_WALL_SIT,월싯,Wall Sit,home,bodyweight,대퇴사두,둔근,isometric,초급,home,false,,H_SQUAT,M019,,4.0,
H_CALF_RAISE,스탠딩 카프 레이즈 (BW),Standing Calf BW,home,bodyweight,종아리,,calf_raise,초급,home,false,,,M025,,3.5,
H_LATERAL_RAISE_BW,래터럴 레이즈 (밴드),Band Lateral Raise,home,band,어깨(측면),,shoulder_abduction,초급,home,false,,,F013,,3.5,
H_FRONT_RAISE_BW,프론트 레이즈 (밴드),Band Front Raise,home,band,어깨(전면),,shoulder_flexion,초급,home,false,,,F032,,3.5,
H_REAR_DELT_RAISE,리어 델트 (밴드),Band Rear Delt,home,band,어깨(후면),,horizontal_pull_iso,초급,home,false,,,F014,,3.5,
H_BAND_FACEPULL,밴드 페이스풀,Band Face Pull,home,band,어깨(후면)|승모,이두,horizontal_pull_iso,초급,home,false,,,M031,,4.0,
H_BAND_UPRIGHT,밴드 업라이트 로우,Band Upright Row,home,band,어깨|승모,이두,vertical_pull,초급,home,false,,,F033,,4.0,
H_BAND_SHRUG,밴드 슈러그,Band Shrug,home,band,승모,전완,scapular_elevation,초급,home,false,,,F029,,3.5,
H_BAND_CURL,밴드 컬,Band Curl,home,band,이두,전완,elbow_flexion,초급,home,false,,,F017,,3.5,
H_BAND_HAMMER,밴드 해머 컬,Band Hammer Curl,home,band,이두|상완근,전완,elbow_flexion,초급,home,false,,,F019,,3.5,
H_TRICEP_DIP,벤치 딥스,Bench Dips,home,bodyweight,삼두,어깨,vertical_push,초급,home,false,,F016,F016,,5.0,
H_TRICEP_KICKBACK,밴드 킥백,Band Triceps Kickback,home,band,삼두,,elbow_extension,초급,home,true,,,F030,,3.5,
H_OVERHEAD_TRICEP,밴드 오버헤드 트라이셉,Band Overhead Triceps,home,band,삼두(장두),,elbow_extension,초급,home,false,,,F015,,3.5,
H_PLANK,플랭크,Plank,home,bodyweight,코어|복근,어깨,isometric,초급,home,false,,H_SIDE_PLANK,,,3.8,ASdvN_XEl_c
H_SIDE_PLANK,사이드 플랭크,Side Plank,home,bodyweight,복사근|코어,어깨,isometric,초급,home,true,H_PLANK,,,,4.0,
H_HOLLOW_BODY,할로우 바디 홀드,Hollow Body Hold,home,bodyweight,복근|장요근,,isometric,중급,home,false,H_PLANK,F079,F079,,4.5,
H_CRUNCH,크런치,Crunch,home,bodyweight,복근,,trunk_flexion,초급,home,false,,H_BICYCLE,M042,,3.5,
H_REVERSE_CRUNCH,리버스 크런치,Reverse Crunch,home,bodyweight,복근(하부)|장요근,,hip_flexion,초급,home,false,,H_LYING_LEG_RAISE,,,4.0,
H_LYING_LEG_RAISE,라잉 레그 레이즈,Lying Leg Raise,home,bodyweight,복근(하부)|장요근,,hip_flexion,초급,home,false,H_REVERSE_CRUNCH,F020,F020,,4.5,
H_BICYCLE,바이시클 크런치,Bicycle Crunch,home,bodyweight,복근|복사근,,trunk_rotation,초급,home,false,H_CRUNCH,,,,4.5,
H_RUSSIAN_TWIST,러시안 트위스트,Russian Twist,home,bodyweight,복사근,복근,trunk_rotation,초급,home,false,,,M043,,4.0,
H_MOUNTAIN_CLIMBER,마운틴 클라이머,Mountain Climber,home,bodyweight,코어|어깨,대퇴사두,full_body,중급,home,false,H_PLANK,H_BURPEE,,,8.0,
H_BURPEE,버피,Burpee,home,bodyweight,전신,,full_body,중급,home,false,H_MOUNTAIN_CLIMBER,,,,9.0,TU8QYVW0gDU
H_HIGH_KNEE,하이니,High Knees,home,bodyweight,대퇴사두|장요근|코어,종아리,full_body,초급,home,false,,H_BURPEE,,,8.0,OAJ_J3EZkdY
H_JUMPING_JACK,점핑잭,Jumping Jacks,home,bodyweight,전신|종아리,,full_body,초급,home,false,,H_BURPEE,,,7.5,c4DAnQ6DtF8
H_SUPERMAN,슈퍼맨,Superman,home,bodyweight,척추기립근|둔근,후면삼각,hip_extension,초급,home,false,,,M046,,3.5,
H_BIRD_DOG,버드독,Bird Dog,home,bodyweight,코어|척추기립근,둔근,isometric,초급,home,true,,,,,3.5,
H_DEAD_BUG,데드버그,Dead Bug,home,bodyweight,코어|복근,장요근,trunk_flexion,초급,home,false,,,,,3.5,
H_SIDE_BEND,사이드 벤드 (BW),Side Bend BW,home,bodyweight,복사근,요방형근,trunk_lateral_flexion,초급,home,true,,,M065,,3.5,
H_SIDE_CRUNCH,사이드 크런치,Side Crunch,home,bodyweight,복사근,복근,trunk_lateral_flexion,초급,home,true,,,M066,,4.0,
H_AB_ROLLOUT,복근 롤아웃 (수건),Towel Rollout,home,bodyweight,복근,어깨,trunk_flexion,중급,home,false,H_PLANK,F080,F080,,4.5,
H_FARMER_BW,파머스 워크 (물통),Bottle Farmer Walk,home,bodyweight,전완|코어|승모,전신,carry,초급,home,false,,,F072,,5.0,
H_WRIST_CURL,리스트 컬 (BW),Wrist Curl BW,home,bodyweight,전완,,wrist_flexion,초급,home,false,,,F093,,3.0,
H_GET_UP_BW,겟업 (BW),Get-up BW,home,bodyweight,전신|코어,,full_body,중급,home,false,,F082,F082,,5.0,
C_TREADMILL_WALK,트레드밀 걷기,Treadmill Walk,cardio,cardio,심폐|하체,,cardio_steady,초급,gym,false,,C_TREADMILL_RUN,,C_OUTDOOR_WALK,3.5,
C_TREADMILL_RUN,트레드밀 러닝,Treadmill Run,cardio,cardio,심폐|하체,,cardio_steady,중급,gym,false,C_TREADMILL_WALK,C_TREADMILL_HIIT,,C_OUTDOOR_RUN,9.0,
C_TREADMILL_HIIT,트레드밀 인터벌,Treadmill HIIT,cardio,cardio,심폐|하체,,cardio_hiit,고급,gym,false,C_TREADMILL_RUN,,,C_OUTDOOR_RUN,12.0,
C_TREADMILL_INCLINE,트레드밀 경사 걷기,Incline Walk,cardio,cardio,심폐|둔근|하체,,cardio_steady,초급,gym,false,C_TREADMILL_WALK,C_TREADMILL_RUN,,C_OUTDOOR_HIKE,6.0,
C_BIKE,사이클 (실내),Indoor Cycle,cardio,cardio,심폐|하체,,cardio_steady,초급,gym,false,,C_BIKE_HIIT,,C_OUTDOOR_BIKE,7.0,
C_BIKE_HIIT,사이클 인터벌,Cycle HIIT,cardio,cardio,심폐|하체,,cardio_hiit,중급,gym,false,C_BIKE,C_SPIN,,,10.0,
C_SPIN,스피닝,Spinning,cardio,cardio,심폐|하체,코어,cardio_hiit,중급,gym,false,C_BIKE,,,,8.5,
C_ROWING,로잉머신,Rowing Machine,cardio,cardio,심폐|등|하체,코어,cardio_steady,중급,gym,false,,,,,7.0,
C_ELLIPTICAL,일립티컬,Elliptical,cardio,cardio,심폐|전신,,cardio_steady,초급,gym,false,,,,,5.0,
C_STAIR,스텝밀,Stair Climber,cardio,cardio,심폐|하체|둔근,,cardio_steady,중급,gym,false,,,,C_STAIRS,9.0,
C_OUTDOOR_WALK,야외 걷기,Outdoor Walk,cardio,cardio,심폐|하체,,cardio_steady,초급,outdoor,false,,C_OUTDOOR_RUN,C_TREADMILL_WALK,,3.5,
C_OUTDOOR_RUN,야외 러닝,Outdoor Run,cardio,cardio,심폐|하체,,cardio_steady,중급,outdoor,false,C_OUTDOOR_WALK,,C_TREADMILL_RUN,,9.8,
C_OUTDOOR_BIKE,야외 자전거,Outdoor Bike,cardio,cardio,심폐|하체,,cardio_steady,초급,outdoor,false,,,C_BIKE,,7.5,
C_OUTDOOR_HIKE,등산/하이킹,Hiking,cardio,cardio,심폐|하체|둔근,코어,cardio_steady,초급,outdoor,false,,,C_TREADMILL_INCLINE,,6.5,
C_STAIRS,계단 오르기,Stairs,cardio,cardio,심폐|하체|둔근,,cardio_steady,초급,outdoor,false,,,C_STAIR,,8.0,
C_JUMP_ROPE,줄넘기,Jump Rope,cardio,cardio,심폐|종아리|어깨,,cardio_hiit,중급,home,false,H_JUMPING_JACK,,,,11.0,
C_SWIM,수영 (자유형),Swimming,cardio,cardio,심폐|전신,,cardio_steady,중급,outdoor,false,,,,,8.0,
Y001,태양경배 (수리야 나마스카라),Sun Salutation,yoga,yoga,전신|유연성,코어,flexibility,초급,home,false,,,,,3.5,1wjZqLw8oI0
Y002,차일드 포즈,Child's Pose,yoga,yoga,등|어깨|유연성,,flexibility,초급,home,false,,,,,2.0,
Y003,다운독,Downward Dog,yoga,yoga,햄스트링|등|어깨,종아리,flexibility,초급,home,false,,,,,3.0,
Y004,코브라 포즈,Cobra Pose,yoga,yoga,척추기립근|가슴,복근,flexibility,초급,home,false,,Y005,,,2.5,
Y005,업독,Upward Dog,yoga,yoga,척추기립근|가슴|어깨,,flexibility,중급,home,false,Y004,,,,3.0,
Y006,전사 자세 1,Warrior I,yoga,yoga,하체|코어|어깨,유연성,flexibility,초급,home,true,,Y007,,,3.0,
Y007,전사 자세 2,Warrior II,yoga,yoga,하체|코어|어깨,,flexibility,초급,home,true,Y006,Y008,,,3.0,
Y008,전사 자세 3,Warrior III,yoga,yoga,하체|코어|밸런스,어깨,flexibility,중급,home,true,Y007,,,,3.5,
Y009,트리 포즈,Tree Pose,yoga,yoga,하체|코어|밸런스,,balance,초급,home,true,,Y008,,,2.5,
Y010,비둘기 포즈,Pigeon Pose,yoga,yoga,둔근|고관절|유연성,,flexibility,중급,home,true,,,,,2.5,
Y011,브릿지 포즈,Bridge Pose,yoga,yoga,둔근|척추|가슴,햄스트링,flexibility,초급,home,false,,Y012,,,3.0,
Y012,바퀴 포즈,Wheel Pose,yoga,yoga,척추|어깨|코어,둔근,flexibility,고급,home,false,Y011,,,,4.5,
Y013,캣카우,Cat-Cow,yoga,yoga,척추|코어|유연성,,flexibility,초급,home,false,,,,,2.0,
Y014,사바아사나,Savasana,yoga,yoga,휴식|이완,,recovery,초급,home,false,,,,,1.5,
Y015,고무다아사나,Cow Face Pose,yoga,yoga,어깨|고관절|유연성,,flexibility,중급,home,false,,,,,2.5,

